176
10
1 1 0 1 0 0 0 1 1 1
1 0 0 1 1 1 0 1 1 1
1 1 1 1 1 0 0 0 0 0
1 0 0 1 0 1 1 0 1 1
1 0 0 0 0 0 0 0 0 0
1 1 0 0 1 1 1 1 1 0
1 0 0 0 0 0 0 0 0 1
1 0 1 0 0 0 0 0 0 0
1 0 1 1 1 1 1 0 1 0
1 0 0 1 0 0 0 0 0 0
1 1 1 1 1 1 0 1 1 1
1 0 0 1 0 1 1 1 0 0
1 0 1 0 0 0 1 0 0 0
1 1 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1
1 0 1 1 1 1 1 1 0 0
1 0 0 1 0 0 0 0 1 0
1 1 1 0 0 0 0 0 0 0
1 0 0 1 1 0 1 0 1 0
1 0 0 0 0 0 1 0 0 0
1 1 1 1 1 0 1 1 0 0
1 1 0 0 0 0 1 1 0 0
1 1 0 1 1 0 1 0 1 1
1 1 1 0 0 1 1 1 1 0
1 0 1 1 1 0 0 0 0 0
1 1 0 0 0 0 1 0 0 0
1 0 0 0 0 0 0 1 0 1
1 1 0 1 0 0 0 0 1 0
1 1 0 1 0 1 0 0 0 0
1 0 1 0 1 0 0 0 0 0
1 1 1 1 1 0 1 1 1 1
1 1 0 1 1 1 1 1 0 0
1 0 0 0 0 1 0 0 0 0
1 1 0 1 1 0 0 1 1 1
1 0 0 1 1 1 0 0 0 0
1 1 0 0 1 0 0 0 0 0
1 0 0 1 0 0 1 1 0 1
1 0 1 1 1 1 0 0 0 0
1 1 1 1 0 1 1 0 0 1
1 1 1 0 1 0 0 0 0 0
1 0 0 0 0 1 1 0 0 1
1 1 1 1 0 0 0 0 0 0
1 1 1 0 0 1 0 0 1 0
1 1 0 1 1 0 0 0 0 0
1 1 1 0 1 0 0 1 0 0
1 0 0 0 1 1 0 0 0 0
1 1 1 1 0 1 1 1 0 0
1 1 1 0 0 0 0 1 0 0
1 1 0 1 0 0 1 0 0 0
1 0 1 1 0 1 0 0 0 0
1 1 0 1 0 0 0 0 0 0
1 0 0 0 0 1 1 0 0 0
1 1 1 1 0 1 0 0 0 0
1 0 1 1 0 0 0 0 0 0
1 0 0 0 0 0 0 1 0 0
1 0 0 0 0 0 1 0 1 1
1 0 0 0 1 1 0 1 0 0
1 1 1 1 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0 0
1 0 1 0 0 0 1 0 1 1
1 0 1 1 1 1 1 1 1 1
1 0 0 0 1 0 0 0 0 0
1 0 1 0 0 1 0 1 1 0
1 0 0 1 0 1 0 0 0 0
1 0 0 0 0 0 1 0 1 0
1 1 0 1 0 1 1 1 0 0
1 0 0 1 1 1 0 1 0 0
1 1 1 1 1 1 0 0 0 1
1 1 1 0 1 1 0 0 0 1
1 1 1 1 1 0 1 0 0 0
1 0 0 0 0 0 0 1 1 0
1 0 1 0 1 1 0 0 0 0
1 1 1 0 1 1 0 1 0 0
1 1 1 0 1 1 0 1 1 0
1 0 1 1 1 1 1 0 0 0
1 0 0 0 0 1 0 1 0 0
1 1 1 1 1 1 1 0 0 0
1 1 0 0 0 1 0 0 0 1
1 0 0 1 1 0 0 0 0 0
1 1 0 1 1 1 0 1 0 1
1 1 1 1 1 1 0 0 0 0
1 1 1 1 1 1 1 1 0 1
1 1 1 1 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0 0
1 0 1 1 0 1 0 1 0 0
1 0 1 1 1 0 1 1 1 1
1 0 1 0 0 1 0 1 0 1
1 0 1 0 0 1 0 0 0 0
1 0 1 0 0 0 0 1 1 0
1 1 0 1 1 1 1 0 1 0
1 1 0 0 0 1 1 1 0 0
1 0 0 0 0 0 1 1 0 1
1 1 0 0 0 1 0 0 0 0
1 0 1 0 1 0 1 1 1 1
1 0 0 1 1 0 0 1 0 0
1 1 0 1 1 1 1 1 1 0
1 1 1 0 1 1 1 0 1 1
1 0 0 1 1 0 1 0 0 0
1 0 1 0 1 1 1 1 1 1
1 1 0 1 0 1 1 1 0 1
1 0 1 0 1 1 1 0 0 0
1 1 1 0 0 1 0 0 0 0
1 0 0 1 1 0 0 1 1 0
1 1 0 0 1 1 1 0 0 0
1 1 0 1 1 1 1 0 0 0
1 1 1 1 1 0 1 0 1 1
1 0 1 0 1 0 0 0 1 0
1 0 1 0 0 0 1 1 0 0
1 1 0 1 1 0 1 1 1 1
1 1 1 1 0 1 1 1 0 1
1 0 0 0 1 1 1 0 0 0
1 1 0 0 1 0 1 1 0 1
1 0 0 1 1 1 1 1 0 0
1 1 1 0 0 1 1 1 0 0
1 0 0 0 0 0 0 0 1 0
1 1 1 0 1 1 0 0 0 0
1 1 1 0 1 1 1 1 1 1
1 1 0 1 0 1 0 1 1 1
1 1 1 1 1 0 1 1 0 1
1 0 1 1 1 1 1 1 0 1
1 0 0 1 0 1 0 1 0 1
1 1 1 1 1 1 0 1 1 0
1 0 0 1 0 0 0 1 0 1
1 0 1 1 1 0 1 1 0 0
1 1 0 1 1 0 1 1 0 1
1 0 1 1 1 1 0 1 1 0
1 0 1 1 1 1 1 1 1 0
1 1 0 0 0 1 1 0 0 0
1 1 1 1 1 1 0 1 0 0
1 0 1 1 1 0 1 0 1 1
1 0 0 1 0 0 1 0 0 1
1 0 1 0 1 0 1 1 0 0
1 0 0 0 1 0 1 1 0 1
1 0 0 1 0 0 0 1 0 0
1 1 0 0 1 1 0 1 0 1
1 1 0 0 1 1 1 0 1 1
1 0 0 1 1 1 1 0 0 0
1 0 1 1 1 1 0 1 0 1
1 0 0 1 1 1 1 0 1 0
1 1 1 1 0 1 1 1 1 1
1 0 1 0 0 1 1 1 1 1
1 1 0 1 1 0 1 1 1 0
1 1 1 1 0 0 1 0 0 0
1 0 1 1 1 1 1 0 1 1
1 0 0 0 1 1 0 1 1 1
1 1 1 1 1 1 1 0 1 0
1 0 1 0 1 0 0 1 1 1
1 1 1 1 0 0 1 1 1 1
1 0 0 0 1 1 1 1 0 1
1 1 0 1 1 0 1 0 0 1
1 1 1 1 1 1 1 0 1 1
1 1 1 1 0 1 0 1 0 1
1 1 1 0 0 0 0 1 1 0
1 1 0 0 0 1 1 1 1 1
1 1 0 0 0 0 1 0 0 1
1 0 1 1 1 1 1 0 0 1
1 0 0 1 1 0 0 0 0 1
1 0 0 0 0 1 1 1 1 0
1 1 0 0 1 1 0 1 0 0
1 1 1 0 1 1 1 1 0 1
1 1 1 1 1 1 0 0 1 1
1 1 0 0 0 1 1 1 0 1
1 0 0 1 0 1 1 0 0 0
1 1 0 1 0 1 1 1 1 1
1 1 0 1 1 0 0 1 1 0
1 0 1 0 0 1 0 0 1 0
1 1 1 0 1 1 1 1 1 0
1 1 1 0 1 0 1 0 1 1
1 1 1 0 0 0 0 0 1 0
1 0 1 0 1 1 1 0 1 0
1 0 0 0 0 1 0 0 1 0
1 0 0 0 1 1 0 0 0 1
1 0 0 0 0 0 1 1 0 0
1 0 1 1 0 0 0 0 1 1
1 1 1 0 0 1 1 0 0 1
1 0 0 0 1 1 0 0 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 10 5 10 1 9 10 3 9 4 10 8 7 2 10 8 9 3 9 7 8 8 10 9 5 7 10 9 6 5 10 8 6 10 6 5 10 6 10 5 10 4 9 5 8 6 8 8 7 6 4 7 6 4 8 10 8 9 8 10 10 5 9 6 9 8 8 10 10 7 9 6 8 9 7 8 7 10 5 10 6 10 9 8 8 10 10 6 9 9 8 10 6 10 8 9 10 7 10 10 7 6 9 7 7 10 9 8 10 10 7 10 8 8 9 6 10 10 10 10 10 9 10 8 10 9 9 7 8 10 10 8 10 8 10 10 7 10 9 10 10 9 7 10 10 9 10 10 10 10 10 10 9 10 10 10 10 9 8 10 10 10 7 10 9 9 9 10 9 9 9 10 8 10 10 10
2 1 9 1 125 2 2 23 2 11 2 1 4 26 7 1 1 19 1 6 1 2 1 2 3 2 1 2 4 5 2 2 6 1 1 6 1 2 2 4 1 7 1 4 1 1 2 1 2 3 3 3 3 5 4 1 1 2 2 1 2 4 1 2 1 2 1 1 1 2 1 1 1 1 2 1 1 1 3 1 6 1 4 1 2 1 1 3 1 1 1 1 4 1 1 3 1 2 1 1 2 3 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
